name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Swift VDI,2017,600000,90000,Diesel,Individual,Manual,0
Maruti Alto 800,2016,130000,40000,Petrol,Individual,Manual,0
Maruti Wagon R,2006,90000,62009,Petrol,Individual,Manual,1
Hyundai i20 Active,2017,595000,33100,Petrol,Individual,Manual,1
Hyundai EON Era,2014,190000,40000,Petrol,Individual,Manual,1
Hyundai Santro GLS,1999,50000,120000,Petrol,Individual,Manual,1
Maruti Wagon R,2007,95000,80000,Petrol,Individual,Manual,0
Tata Safari Storme,2016,1000000,70000,Diesel,Individual,Manual,0
Mahindra Scorpio REV,2006,220000,220000,Petrol,Individual,Manual,1
Mahindra Bolero SLX,2010,400000,50000,Diesel,Individual,Manual,0
Datsun GO Plus,2015,315000,45000,Petrol,Individual,Manual,1
Toyota Fortuner 4x4,2014,1000000,110000,Diesel,Individual,Manual,0
Ford Ecosport 1.5,2014,500000,49000,Diesel,Individual,Manual,0
Mahindra XUV500 W11,2018,1600000,35000,Diesel,Individual,Automatic,0
Mahindra Supro VX,2017,500000,160000,Diesel,Individual,Manual,0
Maruti Alto LX,2007,70000,180000,Petrol,Individual,Manual,2
Maruti 800 AC,2007,105000,60000,Petrol,Individual,Manual,1
Ford Endeavour 2.5L,2008,400000,110000,Diesel,Individual,Manual,2
Maruti Wagon R,2004,80000,60000,Petrol,Individual,Manual,2
Maruti Alto 800,2016,300000,30000,Petrol,Individual,Manual,0
Mahindra KUV 100,2017,409999,40000,Diesel,Individual,Manual,0
Maruti Swift Glam,2009,250000,70000,Petrol,Individual,Manual,0
Tata New Safari,2010,250000,120000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2012,215000,80000,Diesel,Individual,Manual,2
Toyota Fortuner 4x4,2015,1400000,120000,Diesel,Individual,Manual,0
Honda Brio 1.2,2018,475000,20000,Petrol,Individual,Manual,0
Honda Brio 1.2,2018,475000,22000,Petrol,Individual,Manual,0
Chevrolet Spark 1.0,2008,75000,35000,Petrol,Individual,Manual,1
Chevrolet Sail Hatchback,2013,200000,120000,Diesel,Individual,Manual,1
Tata Tiago NRG,2019,575000,8000,Petrol,Individual,Manual,0
Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,1
Maruti Vitara Brezza,2018,850000,10000,Diesel,Individual,Manual,0
Hyundai Santro Era,2019,350000,30000,Petrol,Individual,Manual,0
Ford Endeavour 2.5L,2011,550000,54000,Diesel,Individual,Manual,1
Hyundai Verna 1.4,2017,330000,80577,Petrol,Individual,Manual,0
Honda City i-DTEC,2017,1044999,25000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2011,300000,127500,Diesel,Individual,Manual,1
Hyundai EON D,2015,235000,40903,Petrol,Dealer,Manual,0
Ford Figo Petrol,2011,120000,60000,Petrol,Individual,Manual,2
Maruti Wagon R,2004,130000,46000,Petrol,Individual,Manual,0
Ford Endeavour 4x4,2004,275000,22288,Diesel,Dealer,Manual,1
Volkswagen Jetta 2.0,2011,270000,180000,Diesel,Individual,Manual,1
Volkswagen Polo 1.5,2015,500000,30000,Diesel,Individual,Manual,1
Hyundai Grand i10,2015,400000,61690,Petrol,Dealer,Manual,0
Hyundai i20 Asta,2015,600000,64484,Petrol,Dealer,Manual,0
Audi Q5 2.0,2012,1350000,90000,Diesel,Individual,Automatic,1
Renault Duster 85PS,2013,400000,75976,Diesel,Dealer,Manual,1
Ford Figo Diesel,2011,220000,70000,Diesel,Individual,Manual,1
Honda Brio E,2012,300000,85962,Petrol,Dealer,Manual,1
Maruti Omni E,2018,250000,120000,Petrol,Individual,Manual,0
Honda Mobilio V,2015,600000,120000,Diesel,Individual,Manual,0
Honda Brio S,2012,285000,75000,Petrol,Individual,Automatic,1
Honda Accord 2.4,2009,350000,57035,Petrol,Dealer,Manual,0
Mahindra Bolero SLX,2011,170000,70000,Diesel,Individual,Manual,2
Ford Figo 1.2P,2015,229999,45000,Petrol,Individual,Manual,0
Mahindra XUV500 W6,2013,500000,72104,Diesel,Dealer,Manual,1
Tata Nano Lx,2011,75000,15000,Petrol,Individual,Manual,0
Hyundai i20 Active,2016,600000,30000,Petrol,Individual,Manual,0
Tata Indigo LS,2011,220000,80000,Diesel,Individual,Manual,0
Tata Indica Vista,2009,150000,164000,Diesel,Individual,Manual,1
Maruti Alto LX,2006,65000,124439,Petrol,Individual,Manual,1
Maruti Zen VXI,2006,120000,77000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2014,240000,90000,Diesel,Individual,Manual,0
Renault KWID 1.0,2017,390000,30000,Petrol,Individual,Manual,0
Chevrolet Beat LS,2012,180000,50000,Petrol,Individual,Manual,0
Maruti Swift VDI,2012,320000,80000,Diesel,Individual,Manual,1
Maruti Alto 800,2018,310000,5000,Petrol,Individual,Manual,0
Maruti Wagon R,2018,420000,24000,Petrol,Individual,Automatic,0
Tata Tiago NRG,2019,550000,10000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2016,550000,78000,Diesel,Individual,Manual,2
Mahindra TUV 300,2018,760000,50000,Diesel,Individual,Manual,0
Maruti 800 AC,2001,43000,100000,Petrol,Individual,Manual,1
Maruti Omni MPI,2018,250000,20000,Petrol,Individual,Manual,0
Hyundai Santro Magna,2019,500000,1250,Petrol,Individual,Manual,0
Tata Zest Revotron,2015,380000,17152,Petrol,Individual,Manual,0
Mahindra XUV500 W11,2019,1850000,5000,Diesel,Individual,Automatic,0
Volkswagen Polo Diesel,2012,350000,77000,Diesel,Individual,Manual,0
Hyundai Verna CRDi,2008,195000,90000,Diesel,Individual,Manual,1
Chevrolet Beat LS,2011,225000,80000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2015,1125000,65000,Diesel,Individual,Manual,0
Tata Indica Vista,2011,133000,80000,Diesel,Individual,Manual,0
Hyundai EON Era,2013,200000,24005,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2018,940000,20000,Diesel,Individual,Manual,0
Renault Duster 85PS,2014,400000,120000,Diesel,Individual,Manual,0
Hyundai i10 Era,2009,120000,120000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2015,625000,80000,Diesel,Individual,Manual,0
Maruti Swift 1.3,2005,110000,80000,Petrol,Individual,Manual,0
Renault Duster 110PS,2012,490000,100000,Diesel,Individual,Manual,0
Maruti Alto LX,2009,140000,120000,Petrol,Individual,Manual,1
Ford Figo Diesel,2011,175000,149000,Diesel,Individual,Manual,1
Maruti Wagon R,2005,90000,65000,Petrol,Individual,Manual,1
Maruti Swift Ldi,2009,275000,100000,Diesel,Individual,Manual,1
Volkswagen Vento Diesel,2011,300000,65000,Diesel,Individual,Manual,1
Datsun GO Plus,2018,270000,19000,Petrol,Individual,Manual,1
Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,1
Maruti Alto K10,2015,275000,30000,Petrol,Individual,Manual,0
Maruti Swift VDI,2012,352000,109000,Diesel,Individual,Manual,0
Hyundai EON LPG,2012,180000,90000,LPG,Individual,Manual,0
Maruti Alto LX,2012,150000,90000,Petrol,Individual,Manual,0
Volkswagen Vento Diesel,2011,300000,65000,Diesel,Individual,Manual,1
Maruti Swift Vdi,2010,300000,110000,Diesel,Individual,Manual,1
Mahindra Bolero DI,2007,225000,120000,Diesel,Individual,Manual,0
Honda Mobilio V,2014,600000,44000,Diesel,Individual,Manual,0
Maruti Ertiga BSIV,2015,500000,80000,Petrol,Individual,Manual,0
Honda BR-V i-VTEC,2018,900000,5000,Petrol,Individual,Manual,0
Hyundai i20 Magna,2016,600000,61000,Petrol,Individual,Manual,0
Toyota Etios VD,2011,450000,100000,Diesel,Individual,Manual,1
Hyundai i10 Era,2009,270000,27633,Petrol,Individual,Manual,0
Maruti Swift Vdi,2010,310000,100000,Diesel,Individual,Manual,2
Hyundai Santro Xing,2012,250000,100000,LPG,Individual,Manual,0
Ford Figo 1.2P,2019,700000,12586,Petrol,Dealer,Manual,0
Fiat Avventura Urban,2018,650000,38083,Diesel,Dealer,Manual,0
Ford Figo Diesel,2012,400000,55328,Diesel,Dealer,Manual,0
Ford Figo Diesel,2012,425000,81632,Diesel,Dealer,Manual,0
Ford Aspire Titanium,2016,600000,155201,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2013,600000,93283,Diesel,Dealer,Manual,0
Maruti Swift Ldi,2009,300000,217871,Diesel,Dealer,Manual,0
Ford Fiesta Classic,2012,450000,90165,Diesel,Dealer,Manual,0
Ford Ecosport 1.5,2014,750000,101504,Diesel,Dealer,Manual,0
Ford Figo Titanium,2010,325000,86017,Diesel,Dealer,Manual,1
Mahindra XUV500 W8,2013,900000,85036,Diesel,Dealer,Manual,1
Ford Ikon 1.3L,2006,180000,91086,Petrol,Dealer,Manual,1
Fiat Punto 1.3,2013,350000,160254,Diesel,Dealer,Manual,1
Ford EcoSport 1.5,2013,600000,125531,Diesel,Dealer,Manual,1
Honda WR-V i-DTEC,2019,900000,60000,Diesel,Individual,Manual,0
Skoda Laura L,2006,350000,100000,Diesel,Individual,Manual,0
Maruti Ritz LDi,2013,280000,90000,Diesel,Individual,Manual,2
Mahindra Xylo D2,2009,225000,120000,Diesel,Individual,Manual,1
Honda City i,2014,520000,82000,Diesel,Individual,Manual,0
Mahindra Scorpio 1.99,2016,509999,60000,Diesel,Individual,Manual,0
Maruti Baleno Alpha,2019,556000,24000,Petrol,Individual,Manual,0
Tata Indigo Grand,2014,225000,120000,Diesel,Individual,Manual,0
Honda Amaze EX,2013,325000,65000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2013,365000,65000,Diesel,Dealer,Manual,0
Hyundai Creta 1.6,2015,850000,84000,Diesel,Dealer,Manual,0
Toyota Etios GD,2013,350000,75000,Diesel,Dealer,Manual,0
Maruti Swift VDI,2007,225000,50000,Diesel,Dealer,Manual,0
Maruti Alto LX,2011,135000,50000,Petrol,Individual,Manual,0
Maruti Wagon R,2007,140000,49000,Petrol,Dealer,Manual,0
Maruti SX4 S,2016,665000,560000,Diesel,Dealer,Manual,0
Renault KWID RXT,2015,275000,14365,Petrol,Dealer,Manual,0
Toyota Fortuner 2.8,2017,2750000,41000,Diesel,Individual,Automatic,0
Hyundai Verna 1.6,2013,484999,65000,Diesel,Dealer,Manual,0
Maruti Ciaz VDi,2015,565000,65000,Diesel,Dealer,Manual,0
Maruti Swift Dzire,2013,425000,61083,Diesel,Dealer,Manual,0
Toyota Innova 2.5,2013,925000,75000,Diesel,Individual,Manual,0
Mahindra Scorpio VLX,2012,565000,72000,Diesel,Dealer,Manual,0
Renault Duster 110PS,2014,525000,65000,Diesel,Dealer,Manual,0
Hyundai Tucson 2.0,2017,1650000,55000,Diesel,Dealer,Manual,0
Hyundai EON Era,2015,295000,21000,Petrol,Dealer,Manual,1
Jaguar XF 5.0,2012,2050000,66363,Petrol,Dealer,Automatic,1
Hyundai Creta 1.6,2018,1475000,11700,Petrol,Dealer,Automatic,0
Hyundai Verna VTVT,2017,1100000,10000,Petrol,Individual,Automatic,0
Mercedes-Benz GL-Class 350,2014,4400000,100000,Diesel,Individual,Automatic,1
Maruti Swift ZXI,2016,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti S-Cross Zeta,2015,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai Verna 1.6,2015,760000,55340,Petrol,Trustmark Dealer,Manual,0
Volkswagen Polo GTI,2017,850000,20000,Petrol,Dealer,Automatic,1
Renault Pulse RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,0
Maruti Celerio VXI,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,1
Honda Brio V,2014,425000,29654,Petrol,Trustmark Dealer,Manual,0
Maruti Baleno Alpha,2016,770000,64672,Diesel,Trustmark Dealer,Manual,0
Hyundai Creta 1.6,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,1
Honda City i,2015,775000,66521,Petrol,Trustmark Dealer,Manual,0
Toyota Innova Crysta,2018,1725000,23974,Diesel,Dealer,Automatic,1
BMW 3 Series,2016,2150000,43000,Diesel,Dealer,Automatic,0
Renault Duster 85PS,2013,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive,2018,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0,2013,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive,2019,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6,2016,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi,2012,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10,2017,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI,2016,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10,2017,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT,2016,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta,2015,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0,2013,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente,2012,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6,2015,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire,2017,600000,46507,Diesel,Trustmark Dealer,Manual,0
Renault Duster 85PS,2013,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive,2018,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0,2013,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive,2019,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6,2016,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi,2012,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10,2017,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI,2016,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10,2017,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT,2016,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta,2015,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0,2013,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente,2012,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6,2015,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire,2017,600000,46507,Diesel,Trustmark Dealer,Manual,0
Renault Duster 85PS,2013,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive,2018,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0,2013,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive,2019,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6,2016,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi,2012,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10,2017,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI,2016,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10,2017,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT,2016,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta,2015,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0,2013,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente,2012,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6,2015,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire,2017,600000,46507,Diesel,Trustmark Dealer,Manual,0
Renault Duster 85PS,2013,450000,1000,Diesel,Dealer,Manual,1
Mercedes-Benz C-Class Progressive,2018,3800000,10000,Diesel,Dealer,Automatic,0
Audi A4 3.0,2013,1580000,86000,Diesel,Dealer,Automatic,0
BMW X5 xDrive,2019,4950000,30000,Diesel,Dealer,Automatic,0
Hyundai Creta 1.6,2016,535000,52600,Diesel,Individual,Manual,0
Maruti SX4 Vxi,2012,225000,110000,Petrol,Individual,Manual,1
Hyundai Grand i10,2017,550000,19890,Petrol,Dealer,Automatic,0
Maruti Swift ZXI,2016,670000,7104,Petrol,Trustmark Dealer,Manual,0
Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,0
Hyundai Grand i10,2017,520000,10510,Petrol,Dealer,Automatic,0
Chevrolet Beat LT,2016,239000,41000,Petrol,Dealer,Manual,0
Toyota Fortuner 4x2,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,0
Maruti S-Cross Zeta,2015,750000,45974,Diesel,Trustmark Dealer,Manual,0
Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,0
Audi A6 2.0,2013,1300000,58500,Diesel,Dealer,Automatic,0
Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,0
Skoda Laura Ambiente,2012,385000,52000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6,2015,760000,55340,Petrol,Trustmark Dealer,Manual,0
Maruti Swift Dzire,2017,600000,46507,Diesel,Trustmark Dealer,Manual,0
Hyundai i20 Sportz,2013,350000,50000,Petrol,Individual,Manual,1
Maruti Alto 800,2014,114999,30000,Petrol,Individual,Manual,0
Hyundai i20 Sportz,2013,380000,50000,Petrol,Individual,Manual,1
Maruti Gypsy E,1995,95000,100000,Petrol,Individual,Manual,1
Mahindra Scorpio 1.99,2016,900000,35000,Diesel,Individual,Manual,0
Chevrolet Beat LT,2012,200999,90000,Petrol,Individual,Manual,1
Maruti Omni E,2014,229999,11451,Petrol,Individual,Manual,0
Tata Nexon 1.5,2019,800000,60000,Diesel,Individual,Manual,0
Mahindra Verito 1.5,2012,150000,172000,Diesel,Individual,Manual,1
Maruti Swift VDI,2018,600000,60000,Diesel,Individual,Manual,0
Chevrolet Tavera LS,2005,150000,150000,Diesel,Individual,Manual,0
Chevrolet Optra Magnum,2009,150000,66000,Diesel,Individual,Manual,0
Maruti Eeco 5,2019,380000,5000,Petrol,Individual,Manual,0
Maruti Swift 1.3,2006,80000,66508,Petrol,Individual,Manual,1
Honda Civic 1.8,2007,225000,55000,Petrol,Individual,Manual,1
Tata Nano Lx,2012,75000,29900,Petrol,Individual,Manual,0
Tata Hexa XT,2017,1600000,3000,Diesel,Individual,Manual,0
Tata Indica Vista,2012,185000,85000,Diesel,Individual,Manual,0
Mahindra Scorpio 2.6,2011,425000,50000,Diesel,Individual,Manual,0
Tata Indica Vista,2010,100000,120000,Diesel,Individual,Manual,1
Maruti Zen Estilo,2008,140000,90000,Petrol,Individual,Manual,2
Maruti Swift Dzire,2017,710000,8000,Petrol,Individual,Automatic,0
Honda Amaze S,2015,450000,7900,Petrol,Individual,Automatic,0
Datsun RediGO T,2017,210000,50000,Petrol,Individual,Manual,0
Maruti Alto K10,2016,270000,25000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,110000,20000,Petrol,Individual,Manual,0
Maruti Swift VXI,2018,540000,17500,Petrol,Individual,Manual,0
Mahindra Renault Logan,2008,145000,25000,Petrol,Individual,Manual,0
Tata Safari Storme,2013,360000,206500,Diesel,Individual,Manual,0
Hyundai i10 Magna,2013,250000,88600,LPG,Individual,Manual,0
Tata Venture EX,2012,110000,80000,Diesel,Individual,Manual,0
Chevrolet Captiva LT,2008,250000,100000,Diesel,Individual,Manual,3
Ford Fiesta Classic,2011,150000,186000,Diesel,Individual,Manual,1
Chevrolet Aveo U-VA,2010,140000,60000,Petrol,Individual,Manual,0
Maruti Ciaz Zeta,2019,925000,11000,Petrol,Individual,Manual,0
Tata Hexa XM,2017,969999,30000,Diesel,Individual,Manual,0
Hyundai Santro Xing,2007,90000,80000,CNG,Individual,Manual,2
Hyundai Santro GLS,2001,55000,60000,Petrol,Individual,Manual,2
Hyundai Verna CRDi,2007,155000,100000,Diesel,Individual,Manual,3
Mahindra Thar CRDe,2019,900000,15000,Diesel,Individual,Manual,0
Maruti Alto K10,2011,135000,90000,Petrol,Individual,Manual,0
Maruti 800 AC,2012,180000,120000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2013,495000,100000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2009,400000,138000,Diesel,Individual,Manual,2
Hyundai Verna CRDi,2008,250000,110000,Diesel,Individual,Manual,1
Maruti Alto K10,2015,138000,120000,Petrol,Individual,Manual,3
Honda City 1.5,2011,311000,70000,Petrol,Individual,Automatic,1
Maruti Alto 800,2015,190000,70000,Petrol,Individual,Manual,0
Mahindra Bolero SLX,2011,311000,140000,Diesel,Individual,Manual,0
Maruti Ritz LXI,2009,300000,15000,Petrol,Individual,Manual,0
Honda Jazz VX,2018,600000,20000,Petrol,Individual,Manual,0
Mahindra Scorpio SLE,2009,550000,100000,Diesel,Individual,Manual,0
Skoda Rapid 1.6,2015,600000,70000,Petrol,Individual,Automatic,0
Maruti Alto 800,2018,195000,5000,Petrol,Individual,Manual,0
Tata Nano LX,2013,58000,27974,Petrol,Individual,Manual,0
Maruti Alto 800,2018,183000,40000,Petrol,Individual,Manual,0
Maruti Zen Estilo,2007,95000,80000,Petrol,Individual,Manual,0
Maruti Wagon R,2013,250000,38000,Petrol,Individual,Manual,0
Maruti Wagon R,2013,250000,38000,Petrol,Individual,Manual,0
Tata Zest Revotron,2014,400000,35000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2012,409999,60000,Diesel,Individual,Manual,1
Skoda Octavia Classic,2004,120000,120000,Diesel,Individual,Manual,1
Maruti Swift AMT,2018,600000,18000,Petrol,Individual,Automatic,0
Honda Amaze SX,2016,600000,10000,Petrol,Individual,Manual,0
Mahindra XUV500 W6,2015,825000,90000,Diesel,Individual,Manual,2
Toyota Etios GD,2016,625000,80000,Diesel,Individual,Manual,1
Hyundai Grand i10,2020,700000,1400,Diesel,Individual,Manual,0
Chevrolet Beat LS,2011,160000,60000,Petrol,Individual,Manual,0
Maruti Alto LX,2011,114999,60000,Petrol,Individual,Manual,2
Maruti Wagon R,2009,150000,53000,Petrol,Individual,Manual,0
Volkswagen Jetta 1.9,2010,250000,100000,Diesel,Dealer,Manual,0
Hyundai Verna 1.6,2012,390000,86000,Diesel,Dealer,Manual,1
Renault Duster 85PS,2015,650000,100000,Diesel,Individual,Manual,0
Hyundai Xcent 1.1,2016,600000,30000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2011,250000,120000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2011,229999,60000,LPG,Individual,Manual,1
Maruti Ritz LDi,2016,299000,50000,Diesel,Individual,Manual,1
Chevrolet Cruze LTZ,2010,330000,124000,Diesel,Individual,Manual,1
Hyundai Accent Executive,2012,180000,100000,Petrol,Individual,Manual,2
Hyundai Grand i10,2017,475000,42000,Petrol,Individual,Manual,0
Hyundai Grand i10,2015,325000,100000,Diesel,Individual,Manual,0
Honda City i,2016,639000,28205,Petrol,Dealer,Manual,0
Maruti Celerio VXI,2017,415000,32670,Petrol,Dealer,Automatic,0
Hyundai Creta 1.6,2016,1199000,30093,Diesel,Dealer,Automatic,0
Maruti Ertiga VXI,2013,525000,56228,CNG,Dealer,Manual,0
Hyundai Verna 1.6,2013,425000,59319,Petrol,Dealer,Manual,0
Maruti Vitara Brezza,2016,699000,39503,Diesel,Dealer,Manual,0
Hyundai Grand i10,2013,325000,35299,Petrol,Dealer,Manual,0
Toyota Etios V,2011,275000,51687,Petrol,Dealer,Manual,0
Volkswagen Vento Petrol,2011,269000,76259,Petrol,Dealer,Automatic,0
Volkswagen Polo Diesel,2013,399000,44049,Diesel,Dealer,Manual,0
Mahindra KUV 100,2017,475000,45087,Diesel,Dealer,Manual,0
